start,end,labels
3378.924051846922,3379.1240266175264,XA
3380.832561063878,3381.0725307886037,XA
3405.7806635391016,3406.1206206491293,OB
3406.520570190338,3406.6405550527006,OA
3406.8827120014794,3407.0626892950236,XB
3407.2604768415745,3407.4404541351187,XA
3407.9913221360175,3408.191296906622,OB
3408.3247175738857,3408.4247049591877,XA
3433.821500825954,3433.9614831653766,OB
3434.497040597902,3434.5970279832045,XA
3435.056969955595,3435.2769422032598,XB
3435.507850571192,3435.627835433555,OA
3435.916861469194,3435.9968513774356,XB
3436.376803441584,3436.5167857810075,OA
3436.812373488807,3436.9723533052907,XB
3437.541031559197,3437.68101389862,OA
3438.196573854085,3438.3965486246893,XB
3439.1873863503142,3439.2873737356167,OA
3439.6073333685836,3439.8073081391876,XB
3466.0530593992867,3466.19304173871,OA
3466.6861045324813,3466.8860793030863,XB
3467.2238491890603,3467.443821436725,OA
3488.7145753568793,3488.9545450816045,OA
3489.443233427269,3489.703200629055,OB
3489.8209982673643,3489.9609806067874,XA
3490.2943760446547,3490.4343583840778,OB
3490.6587050798494,3490.818684896333,OA
3517.950886819252,3518.170859066917,OB
3518.699542366702,3518.7595347978836,OA
3518.9441990001137,3519.104178816597,OB
3544.4119234183295,3544.591900711873,OB
3545.2361944259146,3545.3361818112166,XA
3545.8517417666812,3545.8917367208023,OB
3546.2673143368434,3546.4272941533272,OA
3576.127922036197,3576.3078993297413,OA
3576.656917796562,3576.876890044227,XB
3577.4568168789797,3577.6367941725234,OA
3577.767715155154,3578.007684879879,OB
3578.123295294135,3578.3032725876787,XA
3579.0475536870226,3579.3675133199895,XB
3605.858476563357,3606.158438719264,OB
3606.5293294266194,3606.769299151344,XA
3607.1670614685,3607.347038762044,XB
3607.946963073857,3608.1069428903406,OA
