frame,player1,player2
26854,3520,3517
26885,3520,-
26906,3520,3526
26927,3528,3526
26943,3529,-
26974,3529,3530
26992,3533,-
26994,3533,3534
27019,3536,-
27033,3536,3538
27212,3536,-
27222,3536,-
27231,3536,-
27233,3536,3546
27257,3536,-
27275,3536,-
27285,3555,-
27287,3555,-
27294,3555,-
27304,3555,3559
27337,3555,3560
27360,3555,-
27380,3555,3562
27434,3555,-
27443,3555,-
27455,3555,-
27467,3555,3572
27476,3555,3572
27509,3555,3576
27519,3555,-
27529,3555,-
27535,3555,3579
27536,3555,3579
27552,3555,3579
27565,3555,-
27608,3555,-
27614,3555,3590
27626,3555,3593
27630,3555,3594
27690,3555,3596
27704,3597,3596
27718,3597,3599
27725,3597,3599
27733,3597,3599
27746,3597,3603
27817,3597,3603
27895,3597,3603
27908,3597,3603
27920,3597,3603
27935,3597,3603
27971,3597,-
27989,3597,3622
27996,3597,3623
28001,3597,-
28003,3597,-
28014,3597,-
28015,3597,3628
28021,3597,3629
28027,3597,3629
28031,3631,3629
28039,3631,3632
28056,-,3633
28058,3634,3633
28066,3634,-
28067,3634,3637
28087,3634,3640
28094,3634,3640
28109,3634,3644
28150,3634,3644
28169,3634,-
28174,-,-
28179,-,-
28189,-,-
28196,-,3652
28239,3653,-
28279,3653,3658
28324,3653,3658
28335,3653,-
28360,3653,-
28405,3653,-
28411,3653,-
28449,3653,-
28459,3653,-
28502,3653,-
28542,3653,3684
28543,3653,3684
28546,3686,-
28557,3686,3687
28564,3686,3688
28574,3686,-
28579,-,-
28580,3696,-
28601,-,3699
28606,-,3700
28619,-,3701
28627,-,3703
28650,-,3705
28667,-,-
28673,-,-
28674,-,3710
28686,-,3711
28717,3714,3711
28719,3714,3711
28764,3714,-
28823,3714,-
28837,3714,-
28857,3728,-
28873,3731,-
28917,3731,-
28946,3731,-
28998,3731,-
29016,3731,-
29113,3731,3743
29129,3747,-
29210,3747,3750
29214,3747,3751
29220,3752,-
29224,3752,3755
29276,-,-
29285,-,-
29306,-,3760
29311,-,3760
29323,-,3760
29327,-,3760
29334,3766,3760
29454,3766,3760
29472,3766,3760
29539,3766,3760
29596,3766,3760
29602,3766,3775
29605,3766,3775
29667,3766,3783
29679,3766,3783
29690,3766,3783
29712,3766,3787
29736,3766,-
29743,3766,-
29767,3766,-
29773,3766,-
29793,3766,-
29803,3766,-
29837,3766,-
29852,3766,-
29860,3766,3800
29881,3766,3800
29902,3766,3800
29938,3766,3800
29941,3766,3800
29946,3766,3800
29959,3766,3800
29961,3766,3800
29977,3766,3800
30018,3766,-
30026,3766,-
30028,3766,3816
30033,3766,3816
30039,3766,3816
30054,3766,3816
30112,-,-
30139,-,-
30159,-,3825
30191,-,3825
30249,3831,3825
30294,3831,3825
30366,3831,-
30427,3831,-
30444,3831,-
30472,3831,-
30489,3831,3841
30493,3831,-
30509,3831,-
30515,3831,3845
30525,3831,3846
30528,3831,3846
30561,-,3846
30584,-,3851
30607,-,3851
30613,-,3855
30627,-,3860
30633,3861,3860
30638,3862,3860
30649,-,-
30665,-,-
30670,-,-
30675,-,3867
30682,-,3867
30691,-,-
30694,-,3871
30695,-,3871
30698,-,3871
30716,-,-
30721,-,3880
30726,3882,-
30735,3883,-
30908,3883,-
30922,3883,-
30926,3883,-
30931,3883,3894
30952,3883,3900
30967,3883,3904
31009,3905,3904
31015,3906,3904
31031,-,3904
31042,-,3904
31073,-,3904
31097,-,3904
31100,3915,3904
31129,3916,-
31130,3916,-
31139,3916,3921
31150,3922,-
31154,3922,-
31156,3922,3925
31160,3922,3925
31176,3922,-
31180,3922,-
31188,3922,-
31192,3922,-
31238,3935,-
31245,3935,-
31267,3935,-
31309,3935,-
31321,3941,-
31322,3941,-
31324,3941,-
31358,3941,-
31364,3941,-
31372,3941,-
31377,3941,-
31384,3941,3950
31488,3950,-
31489,3950,3952
31505,3950,3952
31543,3950,3952
31549,3950,3952
31559,3950,3952
31589,3950,3952
31608,3950,3952
31617,3950,3952
31621,3950,3952
31636,3950,3952
31645,3950,3952
31662,3950,3952
31670,3950,-
31676,3950,3977
31679,3950,3977
31697,3950,-
31704,3950,3983
31717,3950,-
31723,3950,3987
31732,3950,-
31737,3950,3989
31755,3990,3989
31762,3990,3989
31785,3990,3989
31795,3996,-
31800,3996,3997
31814,3999,-
31815,3999,-
31822,3999,4005
31826,3999,4006
31833,3999,4007
31893,3999,-
31895,3999,4011
31924,4012,4011
31957,4012,4011
31970,4012,4011
31996,4012,4011
32025,4012,4011
32037,4012,4011
32042,4012,4011
32069,4012,4011
32086,4012,4011
32093,4012,4011
32166,4012,4011
32171,4012,4011
32189,4012,4011
32214,4012,4011
32242,4012,4011
32247,4012,4011
32254,4012,4011
32278,4012,4011
32285,4012,-
32286,4012,-
32288,4012,4048
32300,4012,4048
32326,4051,4048
32346,4051,4048
32356,4051,4048
32360,4051,4048
32361,4051,4048
32367,4051,4048
32384,4051,4048
32389,4051,-
32395,4051,-
32417,4051,-
32418,4051,-
32428,4051,-
32439,4051,4072
32450,4051,4072
32471,4051,4072
32479,4051,4072
32493,4051,4072
32495,4051,4072
32503,4051,4072
32508,4051,-
32534,4051,4091
32558,4051,4091
32562,4051,4091
32565,4051,4097
32569,4051,4098
32575,4051,4099
32577,4051,4099
32583,4051,4099
32601,4051,4099
32610,4051,4104
32617,4051,4104
32625,4051,4104
32630,4108,4104
32636,-,4104
32644,-,4104
32650,-,-
32657,-,-
32662,-,-
32668,-,-
32675,-,-
32681,4125,-
32685,4125,-
32686,4125,-
32690,4129,-
32693,4129,4130
32697,4129,-
32702,4129,4133
32714,-,-
32721,4136,-
32728,-,-
32748,4140,-
32751,4140,-
32756,-,-
32759,4145,-
32763,4145,-
32768,4145,-
32780,4145,-
32785,4145,4153
32790,4145,4153
32800,4145,4158
32805,4145,4160
32827,4145,4160
32865,4145,4163
32889,4145,-
32906,4145,-
32915,4145,-
32920,4145,4174
32929,4145,4174
32942,-,4174
32944,-,4174
32952,-,4174
32962,-,4180
32965,4181,4180
32968,4181,4182
32991,4181,4186
33019,4181,4186
33020,4181,4186
33037,4195,4193
33044,4195,4193
33050,4195,-
33051,4195,4200
33062,4195,4200
33068,4195,4200
33082,4195,4200
33089,4209,-
33101,4209,-
33108,-,-
33111,-,-
33112,4217,-
33126,4220,-
33132,4220,-
33139,-,-
33149,-,-
33162,4228,-
33167,4228,-
33203,-,-
33217,-,-
33219,-,4245
33224,-,4245
33230,-,4245
33231,-,4245
33240,-,4245
33261,-,4245
33264,-,4245
33277,-,4245
33283,-,4245
33300,-,4245
33307,-,4245
33322,-,4245
33323,-,4245
33331,-,4245
33334,-,4245
33352,-,4245
33383,4282,4245
33400,4245,4285
33406,4245,4286
33412,4288,4287
33418,4289,-
33419,4289,-
33426,4292,-
33441,4292,4295
33476,-,4295
33477,-,4295
33506,-,4295
33526,-,4295
33534,-,4295
33543,-,4295
33548,-,4295
33551,-,4295
33566,-,4295
33572,4326,4295
33605,4326,4295
33630,4326,4295
33635,4326,4295
33662,4342,-
33663,4342,4343
33672,4346,4343
33677,4346,4343
33683,4346,-
33698,4346,4355
33703,4346,-
33715,4346,4358
33721,4346,4358
33727,4346,4358
33736,4346,4358
33741,4346,4364
33748,4346,4365
33766,4346,4366
33784,4346,-
33806,4346,-
33811,4346,-
33829,4346,-
33840,4346,-
,4375,
33844,4376,-
,4375,
33920,-,-
33941,-,4380
33952,-,4381
33981,-,4382
33985,4383,4382
33989,4383,4384
33999,4383,4385
34018,4383,-
34023,4383,-
34029,4383,-
34040,4383,-
34048,4383,-
34054,4383,-
34064,4383,-
34068,4383,-
34079,4383,-
34103,4383,-
34106,4383,-
34111,4383,-
34122,4383,-
34126,4383,-
34144,4383,-
34161,4383,-
34168,4383,-
34178,4383,-
34183,4383,-
34189,4383,-
34196,4383,-
34199,4383,4430
34205,4383,4431
34211,4383,-
34218,4383,-
34228,4383,-
34237,4383,-
34253,4383,-
34351,4383,4456
34366,4383,4458
34372,4383,4459
34393,4383,4463
34397,4383,4463
34400,4383,4465
34410,4466,4465
34431,4466,4468
34486,4471,4468
34490,4472,4468
34496,4472,4468
34503,4472,-
34511,4472,4477
34516,4472,4477
34529,4472,4479
34545,4480,4479
34595,4480,4481
34745,4480,4481
34781,-,4485
34783,4486,4485
34823,4486,4491
34849,4486,4491
34877,4495,4491
34890,4496,-
34937,-,-
34947,-,4504
34953,-,4504
34970,-,4504
34978,-,4504
34979,-,4504
34986,-,4504
34996,-,4504
35027,-,4504
35049,-,4504
35058,-,4504
35084,-,4504
35091,-,4504
35099,-,4535
35110,-,4535
35112,-,4535
35121,4540,4535
35128,4540,4535
35137,4540,4535
35166,4540,4535
35174,4540,4535
35187,4540,4535
35190,4540,4535
35196,4540,4535
35205,4540,-
35208,4540,-
35222,4540,4568
35224,4540,4568
35245,4540,4568
35253,4540,4568
35258,4540,4568
35262,4540,4568
35264,4540,4568
35268,4540,4568
35269,4540,4568
35274,4540,-
35280,4540,-
35291,4540,-
35301,4540,-
35309,4540,-
35315,4540,4592
35326,4540,4592
35330,4540,-
35338,4540,-
35341,4540,-
35342,4540,4601
35348,4540,4601
35360,4540,4601
35363,4540,4601
35375,4540,4601
35380,4540,4611
35383,-,4611
35385,4613,4611
35394,4613,-
35401,4613,-
35413,4613,-
35416,4613,-
35434,4613,-
35444,4632,-
35460,4633,-
35483,4633,4635
35498,4633,4637
35510,4633,4638
35519,4633,4640
35539,4633,4641
35552,4633,-
35556,4633,-
35625,4633,-
35665,4648,-
35710,4648,-
35717,4648,-
35759,4648,4653
35835,4648,-
35844,4648,-
35876,4648,-
35878,4648,-
35945,4648,-
35966,4666,4667
35990,4668,4667
35997,4668,4669
36001,4668,4670
36059,4668,4674
36067,4668,-
36136,4668,-
36160,4668,-
36176,4668,-
36198,4668,4687
36258,4668,-
36268,4668,4701
36277,4668,4704
36302,4668,4704
36375,4668,4704
36379,4668,4704
36398,4668,4704
36478,4668,4719
36508,4668,4719
36525,4668,4721
36539,-,4721
36541,-,4721
36543,-,4721
36548,-,4721
36551,-,4721
36553,-,4721
36557,-,4721
36559,-,4721
36561,-,4721
36568,-,4721
36571,-,-
36574,-,-
36579,-,-
36584,-,4748
36586,-,4748
36588,-,4748
36597,-,-
36599,-,4753
36605,-,4753
36606,-,4753
36613,-,4753
36618,-,4753
36619,-,4753
36632,-,4753
36641,-,-
36642,-,-
36643,4765,-
36646,4765,4766
36653,4765,4766
36657,4765,4766
36658,4765,4766
36663,4765,4766
36670,4765,4766
36677,4765,4766
36680,4765,4766
36684,4765,4766
36689,-,4766
36694,-,4766
36696,4783,4766
36704,4783,4766
36710,4783,-
36711,4783,-
36714,4783,4792
36716,4783,4792
36722,4783,4792
36723,-,4792
36725,-,4792
36727,4798,-
36733,4798,-
36740,4798,-
36751,4798,-
36756,4798,-
36772,4798,4824
36774,4798,4824
36788,4798,-
36795,4798,-
36797,4798,4834
36799,4798,-
36811,4798,4839
36821,4798,4841
36827,4798,-
36833,4798,-
36837,4798,4845
36850,4798,4846
36875,4798,-
36877,4798,4850
36890,4798,4851
36948,4798,-
36970,4798,-
37057,4798,-
37061,4798,-
37065,4798,-
37115,4798,4871
37127,4798,4874
37131,4875,4874
37151,4875,4879
37157,4881,4879
37184,4881,4885
37195,4881,-
37198,4881,4890
37205,-,-
37209,-,4983
37232,4894,-
37238,4894,4896
37257,4894,4900
37261,4894,4902
37265,4894,-
37321,4906,-
37347,4906,4908
37387,4906,4909
37438,4906,4913
37467,4916,-
37478,4917,-
37484,4917,-
37505,4917,-
37526,4917,-
37603,4917,4924
37630,4917,4929
37632,4917,4929
37652,4917,-
37666,4917,-
37670,4940,-
37686,4942,-
37693,-,-
37696,4944,-
37703,4945,-
37721,-,-
37729,4952,-
37742,-,-
37750,4954,-
37758,-,-
37759,4956,-
37762,4956,-
